"_id",event,time,incount,outcount
579f0970d3b5441254e26c6c,out,2.7196736391633003,0,1
579f0970d3b5441254e26c6d,out,6.4392272927248735,0,2
579f09fad3b5441254e26c6e,in,58.2730072391313,1,2
579f09fad3b5441254e26c6f,out,64.11230652321721,1,3
579f09fad3b5441254e26c70,out,64.43226812782466,1,4
579f09fad3b5441254e26c71,out,64.51225852897652,1,5
579f09fad3b5441254e26c72,out,68.5117785865696,1,6
579f0a87d3b5441254e26c73,out,80.39035315762108,1,7
